City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,agra,27.1833,78.0167,23.5,46,33,2.16,IN,1680369168
369,loikaw,19.6742,97.2094,24.68,40,2,4.12,MM,1680369168
370,peniche,39.3558,-9.3811,16.83,93,50,5.83,PT,1680369168
371,tombouctou,20.0,-3.0,35.24,4,0,4.21,ML,1680369168
372,larsnes,62.2028,5.5773,8.33,72,26,0.54,NO,1680369168
373,gobabis,-22.45,18.9667,26.65,16,43,2.51,NA,1680369168
374,tra vinh,9.9347,106.3453,25.04,80,73,2.3,VN,1680369168
375,taoudenni,22.6783,-3.9836,35.78,4,0,4.22,ML,1680369168
376,lamu,-2.2717,40.902,29.12,81,17,6.8,KE,1680369168
377,airai,-8.9266,125.4092,15.91,96,100,0.46,TL,1680369168
378,lesnoye,58.2841,35.5158,0.32,95,100,1.45,RU,1680369168
379,kungurtug,50.5994,97.5228,-14.62,92,100,1.01,RU,1680369168
380,lithgow,-33.4833,150.15,8.56,96,99,1.68,AU,1680369168
381,booue,-0.0921,11.9385,25.71,87,75,2.14,GA,1680369168
382,isangel,-19.55,169.2667,25.46,86,10,1.87,VU,1680369169
383,kalabo,-14.97,22.6814,21.02,82,82,1.74,ZM,1680369169
384,baturaja,-4.1333,104.1667,22.89,97,100,1.12,ID,1680369169
385,katherine,-14.4667,132.2667,24.18,73,81,2.06,AU,1680369169
386,laguna,38.421,-121.4238,13.9,67,0,2.57,US,1680368609
387,morro bay,35.3658,-120.8499,17.92,72,7,3.18,US,1680369169
388,balclutha,-46.2339,169.75,10.89,88,100,2.66,NZ,1680369169
389,altar,30.7,-111.8167,20.22,20,3,2.37,MX,1680369169
390,piet retief,-27.0071,30.8132,14.73,93,32,1.38,ZA,1680369170
391,sao filipe,14.8961,-24.4956,26.52,62,0,3.25,CV,1680369170
392,codrington,-38.2667,141.9667,10.23,76,23,0.71,AU,1680369170
393,sai buri,6.7013,101.6168,24.96,87,42,2.68,TH,1680369170
394,bud,39.447,-86.1758,6.3,68,70,10.54,US,1680369170
395,creston,41.0586,-94.3614,5.95,56,0,8.23,US,1680368961
396,ithaca,42.4406,-76.4966,21.66,33,0,8.23,US,1680369170
397,mumford,5.2618,-0.759,28.51,71,15,4.94,GH,1680369170
398,mangla,31.8931,72.3817,17.88,82,1,4.06,PK,1680369170
399,razole,16.4833,81.8333,26.45,83,44,3.28,IN,1680369170
400,zabid,14.1951,43.3152,26.64,76,60,4.38,YE,1680369170
401,puerto penasco,31.3167,-113.5333,17.73,67,3,2.24,MX,1680369142
402,alyangula,-13.8483,136.4192,27.33,74,90,1.98,AU,1680369170
403,cacoal,-11.4386,-61.4472,30.16,67,100,0.24,BR,1680369170
404,ust-kulom,61.6864,53.6902,1.76,93,100,4.87,RU,1680369170
405,prince rupert,54.3161,-130.3201,2.44,90,98,2.34,CA,1680368989
406,willowmore,-33.2926,23.4895,21.24,29,18,4.48,ZA,1680369171
407,pisco,-13.7,-76.2167,25.57,83,0,3.6,PE,1680369171
408,buchanan,5.8808,-10.0467,28.89,71,45,4.67,LR,1680369171
409,chunoyar,57.4467,97.3217,-13.51,94,41,0.53,RU,1680369171
410,ahipara,-35.1667,173.1667,17.74,93,100,0.56,NZ,1680369171
411,edd,13.9297,41.6925,26.05,76,77,4.42,ER,1680369171
412,carbonia,39.1672,8.5222,16.12,63,74,5.34,IT,1680369171
413,iqaluit,63.7506,-68.5145,-12.39,78,100,4.02,CA,1680369171
414,killybegs,54.6333,-8.45,9.84,79,93,7.18,IE,1680369171
415,cherskiy,68.75,161.3,-33.03,100,99,0.8,RU,1680369171
416,roebourne,-20.7833,117.1333,27.94,71,19,3.12,AU,1680369171
417,tzaneen,-23.8332,30.1635,21.24,64,34,0.86,ZA,1680369171
418,wang saphung,17.301,101.7685,29.3,36,38,2.2,TH,1680369172
419,wanning,18.8003,110.3967,24.31,93,13,3.64,CN,1680369172
420,fenelon falls,44.5334,-78.7496,14.57,69,26,6.99,CA,1680369172
421,caxito,-8.5785,13.6643,26.48,78,63,3.31,AO,1680369172
422,sabha,27.0377,14.4283,23.54,10,0,1.27,LY,1680369172
423,agua dulce,18.1333,-94.1333,25.88,56,7,2.18,MX,1680369172
424,geraldton,-28.7667,114.6,21.23,83,40,3.6,AU,1680369172
425,basudebpur,21.1353,86.7386,24.64,80,3,2.02,IN,1680369172
426,bela vista de goias,-16.9728,-48.9533,30.64,59,75,2.1,BR,1680369172
427,diban,35.0365,40.5167,15.54,43,7,1.6,SY,1680369172
428,coari,-4.085,-63.1414,26.71,91,96,0.43,BR,1680369172
429,terrasini,38.146,13.0844,18.45,49,0,4.12,IT,1680369172
430,rochegda,62.8,43.25,-3.29,94,100,0.64,RU,1680369172
431,dickinson,29.4608,-95.0513,31.16,46,0,4.63,US,1680369071
432,san cristobal,7.7669,-72.225,19.1,57,100,2.73,VE,1680369172
433,tazovskiy,67.4667,78.7,-0.02,96,100,9.53,RU,1680369172
434,jaicos,-7.3592,-41.1378,32.54,30,96,1.07,BR,1680369074
435,ayagoz,47.9714,80.4392,-8.87,66,0,8.68,KZ,1680369172
436,dunedin,-45.8742,170.5036,13.63,77,73,3.03,NZ,1680369172
437,lokosovo,61.1333,74.8167,1.14,72,100,7.74,RU,1680369172
438,vrangel,42.7297,133.0839,3.42,70,17,3.73,RU,1680369172
439,nouadhibou,20.931,-17.0347,35.99,14,0,5.66,MR,1680369173
440,cravo norte,6.3017,-70.2041,31.88,44,83,3.24,CO,1680369173
441,katsuura,35.1333,140.3,15.01,74,100,5.47,JP,1680369168
442,launceston,-41.45,147.1667,7.31,89,71,0.54,AU,1680369173
443,kulhudhuffushi,6.6221,73.07,28.71,63,98,3.25,MV,1680369173
444,fatehpur,25.9333,80.8,22.62,56,56,4.07,IN,1680369013
445,lazaro cardenas,17.9583,-102.2,29.25,46,2,2.84,MX,1680368887
446,kutum,14.2,24.6667,24.61,11,54,4.88,SD,1680369173
447,korhogo,9.45,-5.6333,37.02,17,33,1.85,CI,1680369174
448,homer,59.6425,-151.5483,0.45,47,0,7.6,US,1680368887
449,almeirim,-1.5233,-52.5817,25.62,89,99,1.42,BR,1680369174
450,fort-shevchenko,44.5086,50.263,5.43,91,100,13.25,KZ,1680369174
451,huarmey,-10.0681,-78.1522,26.83,75,80,4.05,PE,1680369174
452,ishimbay,53.4545,56.0415,5.74,80,93,1.44,RU,1680369083
453,hawera,-39.5917,174.2833,14.27,95,83,3.04,NZ,1680369174
454,shache,38.4167,77.2406,15.68,22,100,1.95,CN,1680369174
455,bridlington,54.0831,-0.1919,7.96,90,100,7.42,GB,1680369174
456,mahibadhoo,3.7833,72.9667,28.32,71,20,3.01,MV,1680369174
457,meulaboh,4.1363,96.1285,25.48,84,82,1.42,ID,1680369124
458,linqiong,30.4159,103.4609,17.88,70,100,1.5,CN,1680369174
459,shahpur,16.7,76.8333,30.69,18,50,3.47,IN,1680368820
460,konosha,60.9736,40.257,-1.3,99,100,0.72,RU,1680369174
461,salalah,17.0151,54.0924,28.05,78,40,3.6,OM,1680369175
462,northam,51.0333,-4.2167,11.45,85,60,7.71,GB,1680369175
463,bang saphan,11.2126,99.5117,25.08,86,65,1.52,TH,1680369175
464,kshenskiy,51.8408,37.7136,2.89,98,100,4.69,RU,1680369175
465,biloela,-24.4167,150.5,20.85,67,100,1.81,AU,1680369175
466,faya,18.3851,42.4509,16.29,77,78,2.67,SA,1680369175
467,smardan,45.4833,27.9333,10.78,84,96,2.5,RO,1680369175
468,macia,-25.0269,33.0989,21.84,89,36,2.79,MZ,1680369175
469,axim,4.8699,-2.2405,28.94,69,29,4.37,GH,1680369175
470,esperance,-33.8667,121.9,18.44,80,99,4.76,AU,1680369175
471,atikokan,48.7555,-91.6216,-2.08,46,24,1.94,CA,1680369175
472,krasnogorskoye,52.2953,86.1979,-13.25,94,67,0.64,RU,1680369175
473,miri,4.4148,114.0089,24.78,87,100,1.17,MY,1680369175
474,palmer,42.1584,-72.3287,14.63,86,100,5.33,US,1680369175
475,pampa,35.5362,-100.9599,15.02,29,53,3.6,US,1680369175
476,marystown,47.1666,-55.1483,2.24,66,79,6.32,CA,1680369176
477,pitimbu,-7.4706,-34.8086,30.33,65,77,4.82,BR,1680369176
478,camacha,33.0833,-16.3333,18.68,73,20,5.66,PT,1680369176
479,shimoda,34.6667,138.95,12.84,85,100,6.27,JP,1680369176
480,kewanee,41.2456,-89.9248,5.33,71,100,10.44,US,1680369176
481,caravelas,-17.7125,-39.2481,30.23,56,0,5.5,BR,1680369176
482,suhl,50.6,10.7,9.4,84,100,2.98,DE,1680369176
483,daru,-9.0763,143.2092,26.43,85,45,3.54,PG,1680369176
484,luganville,-15.5333,167.1667,26.01,87,76,0.76,VU,1680369176
485,khandbari,27.3747,87.2039,15.0,84,97,0.4,NP,1680369176
486,mangrol,21.1167,70.1167,24.79,77,71,4.45,IN,1680369176
487,chadiza,-14.0678,32.4392,18.07,96,99,1.2,ZM,1680369176
488,wanxian,30.8039,108.3897,20.15,71,2,2.45,CN,1680369176
489,anadyr,64.75,177.4833,-13.72,84,23,11.62,RU,1680369176
490,bulgan,48.8125,103.5347,-12.93,84,100,6.79,MN,1680369176
491,fairbanks,64.8378,-147.7164,-9.32,73,75,0.0,US,1680368975
492,catuday,16.2923,119.8062,25.24,79,7,2.78,PH,1680369177
493,gejiu,23.306,103.1635,15.12,62,56,1.94,CN,1680369177
494,mecca,21.4267,39.8261,24.8,38,5,3.77,SA,1680369177
495,saint-augustin,51.226,-58.6502,1.91,55,91,4.77,CA,1680369177
496,solnechnyy,50.7214,136.6319,-1.78,84,9,1.9,RU,1680369177
497,zachary,30.6485,-91.1565,27.7,55,86,3.5,US,1680369177
498,terre-de-bas,15.8501,-61.6442,28.73,72,4,8.23,GP,1680369061
499,uglovskoye,51.3557,80.1942,-5.8,54,1,5.99,RU,1680369177
500,atambua,-9.1061,124.8925,22.9,90,100,1.23,ID,1680369177
501,tupik,54.4253,119.9327,-7.66,84,100,3.92,RU,1680369177
502,troy,42.6056,-83.1499,6.61,88,100,7.72,US,1680368946
503,tecolutla,20.4833,-97.0167,27.92,74,46,2.15,MX,1680369177
504,parksville,49.3163,-124.3195,7.18,66,29,0.89,CA,1680368893
505,kashi,39.4547,75.9797,13.49,24,62,0.54,CN,1680369177
506,metro,-5.1131,105.3067,23.49,87,99,1.16,ID,1680369177
507,te anau,-45.4167,167.7167,10.85,94,43,0.67,NZ,1680369177
508,beira,-19.8436,34.8389,24.48,77,100,3.25,MZ,1680368924
509,samarinda,-0.5,117.15,23.41,91,100,0.57,ID,1680368945
510,hay river,60.8156,-115.7999,-9.02,73,100,4.12,CA,1680369177
511,cam ranh,11.9214,109.1591,25.98,83,0,0.51,VN,1680369177
512,soyo,-6.1349,12.3689,26.59,78,92,3.51,AO,1680369178
513,liverpool,53.4106,-2.9779,10.34,79,75,4.12,GB,1680368989
514,ceuta,35.8903,-5.3075,21.02,68,59,9.09,ES,1680369178
515,rodrigues alves,-7.738,-72.6509,26.92,80,97,1.34,BR,1680369178
516,ulladulla,-35.35,150.4667,14.32,88,86,3.44,AU,1680369178
517,ketchikan,55.3422,-131.6461,3.26,87,75,3.6,US,1680369178
518,santo antonio de padua,-21.5394,-42.1803,30.09,60,67,2.48,BR,1680369178
519,arlit,18.7369,7.3853,31.82,4,1,6.06,NE,1680369178
520,boa vista,2.8197,-60.6733,31.99,45,40,7.2,BR,1680369178
521,oktyabrskiy,54.4815,53.471,2.66,93,100,2.41,RU,1680369146
522,jiamusi,46.8333,130.35,10.15,45,100,0.61,CN,1680369178
523,ufimskiy,56.7084,58.0517,4.35,90,100,3.56,RU,1680369178
524,bilibino,68.0546,166.4372,-27.34,100,100,1.28,RU,1680369178
525,chapais,49.7834,-74.8492,-1.18,90,100,3.48,CA,1680369178
526,sistranda,63.7256,8.834,2.98,64,56,8.25,NO,1680369178
527,alvand,36.3187,49.1678,0.14,62,80,4.29,IR,1680369178
528,monforte de lemos,42.5216,-7.5142,14.21,72,90,3.4,ES,1680369178
529,komsomolskiy,40.4272,71.7189,16.4,48,93,3.09,UZ,1680369178
530,maicao,11.3832,-72.2432,30.96,50,78,9.07,CO,1680369178
531,yatou,37.15,122.3833,10.01,34,0,1.04,CN,1680369178
532,shitanjing,39.2342,106.3439,8.26,32,100,8.78,CN,1680369178
533,chernyshevskiy,63.0128,112.4714,-27.78,100,30,2.11,RU,1680369179
534,helong,42.5397,128.9972,7.77,68,1,1.15,CN,1680369179
535,vila velha,-20.3297,-40.2925,30.97,62,20,6.69,BR,1680369179
536,tabou,4.423,-7.3528,28.65,71,20,4.19,CI,1680369179
537,sao miguel do araguaia,-13.275,-50.1628,31.58,54,4,1.1,BR,1680368936
538,orkeny,47.1299,19.4332,15.41,68,100,3.97,HU,1680369179
539,pindiga,9.9833,10.9333,35.12,10,90,2.41,NG,1680369179
540,jerez,14.1,-89.75,30.93,29,2,2.46,GT,1680369179
541,nyurba,63.2842,118.3319,-25.62,99,63,2.13,RU,1680369179
542,marsa matruh,31.3525,27.2453,18.18,52,2,2.07,EG,1680369179
543,laela,-8.5667,32.05,15.61,93,83,1.35,TZ,1680369179
544,talcahuano,-36.7167,-73.1167,21.82,49,0,6.69,CL,1680369179
545,takoradi,4.8845,-1.7554,28.66,70,20,4.79,GH,1680369179
546,olafsvik,64.8945,-23.7142,4.13,85,95,9.64,IS,1680369179
547,the valley,18.217,-63.0578,27.92,71,21,9.34,AI,1680369179
548,madison,34.7334,-86.5667,23.8,33,0,9.26,US,1680369179
549,bocas del toro,9.3333,-82.25,26.35,73,88,3.11,PA,1680369179
550,mtsensk,53.2766,36.5733,5.15,96,99,4.88,RU,1680369179
551,road town,18.4167,-64.6167,29.05,51,20,7.72,VG,1680369179
552,praia,14.9215,-23.5087,33.3,24,0,7.72,CV,1680369180
553,anuradhapura,8.3565,80.4173,25.16,87,58,1.22,LK,1680369180
554,swan river,52.1058,-101.2676,-3.72,88,54,0.21,CA,1680369180
555,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.67,74,0,2.0,RU,1680368986
556,gualaquiza,-3.4,-78.55,25.17,60,97,1.59,EC,1680369180
557,cobourg,50.2667,10.9667,10.03,90,100,0.89,DE,1680369180
558,gashua,12.871,11.0482,33.37,8,34,4.51,NG,1680368894
559,yar-sale,66.8333,70.8333,1.12,99,100,8.42,RU,1680369180
560,sorong,-0.8833,131.25,26.28,84,98,0.77,ID,1680369180
561,eenhana,-17.4667,16.3333,25.67,46,68,1.38,NA,1680368934
562,port-gentil,-0.7193,8.7815,26.98,89,40,3.6,GA,1680369180
563,bismarck,46.8083,-100.7837,-0.2,67,0,7.72,US,1680369180
564,turukhansk,65.8167,87.9833,-7.8,92,100,11.15,RU,1680369180
565,kodinsk,58.6881,99.1844,-15.59,97,46,0.41,RU,1680369180
566,meadow lake,34.8014,-106.5436,13.26,24,80,1.72,US,1680369180
567,monywa,22.1167,95.1333,27.05,49,50,4.3,MM,1680368889
568,templin,53.1186,13.5022,6.21,94,100,6.22,DE,1680369180
569,smidovich,48.6,133.8167,4.31,56,74,2.63,RU,1680369180
570,morondava,-20.2833,44.2833,27.14,80,84,2.54,MG,1680369181
571,talas,38.6908,35.5538,8.37,57,75,0.0,TR,1680369181
572,acapulco,16.8634,-99.8901,30.9,55,0,2.57,MX,1680368907
